Actual_0,Predicted_0,Lower Confidence Interval_0,Upper Confidence Interval_0,Actual_0.206896552,Predicted_0.206896552,Lower Confidence Interval_0.206896552,Upper Confidence Interval_0.206896552,Actual_0.413793103,Predicted_0.413793103,Lower Confidence Interval_0.413793103,Upper Confidence Interval_0.413793103,Actual_0.620689655,Predicted_0.620689655,Lower Confidence Interval_0.620689655,Upper Confidence Interval_0.620689655,Actual_0.827586207,Predicted_0.827586207,Lower Confidence Interval_0.827586207,Upper Confidence Interval_0.827586207,Actual_1.034482759,Predicted_1.034482759,Lower Confidence Interval_1.034482759,Upper Confidence Interval_1.034482759,Actual_1.24137931,Predicted_1.24137931,Lower Confidence Interval_1.24137931,Upper Confidence Interval_1.24137931,Actual_1.448275862,Predicted_1.448275862,Lower Confidence Interval_1.448275862,Upper Confidence Interval_1.448275862,Actual_1.655172414,Predicted_1.655172414,Lower Confidence Interval_1.655172414,Upper Confidence Interval_1.655172414,Actual_1.862068966,Predicted_1.862068966,Lower Confidence Interval_1.862068966,Upper Confidence Interval_1.862068966,Actual_2.068965517,Predicted_2.068965517,Lower Confidence Interval_2.068965517,Upper Confidence Interval_2.068965517,Actual_2.275862069,Predicted_2.275862069,Lower Confidence Interval_2.275862069,Upper Confidence Interval_2.275862069,Actual_2.482758621,Predicted_2.482758621,Lower Confidence Interval_2.482758621,Upper Confidence Interval_2.482758621,Actual_2.689655172,Predicted_2.689655172,Lower Confidence Interval_2.689655172,Upper Confidence Interval_2.689655172,Actual_2.896551724,Predicted_2.896551724,Lower Confidence Interval_2.896551724,Upper Confidence Interval_2.896551724,Actual_3.103448276,Predicted_3.103448276,Lower Confidence Interval_3.103448276,Upper Confidence Interval_3.103448276,Actual_3.310344828,Predicted_3.310344828,Lower Confidence Interval_3.310344828,Upper Confidence Interval_3.310344828,Actual_3.517241379,Predicted_3.517241379,Lower Confidence Interval_3.517241379,Upper Confidence Interval_3.517241379,Actual_3.724137931,Predicted_3.724137931,Lower Confidence Interval_3.724137931,Upper Confidence Interval_3.724137931,Actual_3.931034483,Predicted_3.931034483,Lower Confidence Interval_3.931034483,Upper Confidence Interval_3.931034483,Actual_4.137931034,Predicted_4.137931034,Lower Confidence Interval_4.137931034,Upper Confidence Interval_4.137931034,Actual_4.344827586,Predicted_4.344827586,Lower Confidence Interval_4.344827586,Upper Confidence Interval_4.344827586,Actual_4.551724138,Predicted_4.551724138,Lower Confidence Interval_4.551724138,Upper Confidence Interval_4.551724138,Actual_4.75862069,Predicted_4.75862069,Lower Confidence Interval_4.75862069,Upper Confidence Interval_4.75862069,Actual_4.965517241,Predicted_4.965517241,Lower Confidence Interval_4.965517241,Upper Confidence Interval_4.965517241,Actual_5.172413793,Predicted_5.172413793,Lower Confidence Interval_5.172413793,Upper Confidence Interval_5.172413793,Actual_5.379310345,Predicted_5.379310345,Lower Confidence Interval_5.379310345,Upper Confidence Interval_5.379310345,Actual_5.586206897,Predicted_5.586206897,Lower Confidence Interval_5.586206897,Upper Confidence Interval_5.586206897,Actual_5.793103448,Predicted_5.793103448,Lower Confidence Interval_5.793103448,Upper Confidence Interval_5.793103448,Actual_6,Predicted_6,Lower Confidence Interval_6,Upper Confidence Interval_6
-5.2048154,-2.2812424,-9.862578,5.300093,-4.5185575,-2.30732,-10.664618,6.0499773,-3.8585408,-1.9861541,-10.596916,6.624607,-3.8811402,-4.7854667,-12.262561,2.6916277,-3.7420433,-2.7062993,-10.9554205,5.5428224,-3.6772351,-1.917014,-9.865012,6.030984,-3.936449,-2.383821,-10.29201,5.524369,-3.8673913,-3.241747,-11.0013075,4.517813,-3.8984249,-3.0022516,-10.590347,4.5858445,-3.954896,-3.546694,-10.7995,3.7061121,-4.534617,-3.0501883,-9.996023,3.8956468,-4.2749057,-4.1989727,-10.834417,2.436471,-4.0319843,-3.6917524,-10.249069,2.865564,-4.033389,-4.146682,-10.483459,2.1900954,-4.603801,-4.2015796,-10.597673,2.1945138,-4.4134126,-5.5486884,-11.076527,-0.020850519,-4.2132487,-4.0324597,-10.49232,2.4274,-4.6903696,-4.707826,-11.109992,1.6943387,-4.7399287,-4.7065015,-11.276569,1.8635668,-3.9000258,-4.7327156,-11.387728,1.9222965,-4.244888,-4.7288513,-11.53465,2.0769472,-4.5114493,-3.8074322,-10.635732,3.0208664,-4.7721133,-3.4305134,-10.296698,3.4356704,-5.075204,-4.5188484,-11.441649,2.4039516,-5.0584884,-3.8911076,-10.781951,2.9997349,-5.1857524,-5.944663,-11.934013,0.044687353,-5.2915792,-4.213514,-11.25401,2.8269825,-5.199283,-5.598095,-12.130933,0.93474203,-5.434152,-4.975429,-12.014057,2.0631993,-5.6478176,-4.7997513,-11.980692,2.3811905
-6.093665,-6.2746177,-8.637586,-3.91165,-6.1844225,-6.150104,-8.276059,-4.0241485,-6.0065637,-6.2689857,-8.212309,-4.325663,-5.9244533,-5.920099,-7.718934,-4.121263,-5.679854,-5.712017,-7.41157,-4.0124636,-5.6143937,-5.6640835,-7.514259,-3.8139079,-5.4134126,-5.596824,-7.7467136,-3.4469347,-5.3214817,-5.3028316,-7.826057,-2.7796063,-5.029653,-4.990039,-7.8553233,-2.1247547,-4.6003265,-5.940921,-8.79458,-3.087261,-4.5622497,-5.058516,-8.616424,-1.5006092,-4.154902,-5.190579,-8.930719,-1.4504385,-4.3914742,-4.660274,-8.793952,-0.52659583,-5.048177,-4.821114,-9.169039,-0.47318932,-5.027334,-5.040742,-9.533175,-0.5483089,-4.821023,-4.4819117,-8.875053,-0.08876977,-5.3477535,-4.78634,-9.230252,-0.34242776,-5.087778,-5.5148525,-9.888862,-1.1408445,-5.239578,-5.5921497,-9.936475,-1.2478243,-5.381952,-5.454802,-9.824018,-1.0855865,-5.2588487,-4.522796,-8.437447,-0.6081457,-5.4412913,-5.6452923,-9.821763,-1.4688212,-5.8326826,-5.488317,-9.675117,-1.3015178,-6.326058,-5.1606946,-9.198163,-1.1232258,-6.244125,-5.648042,-9.661002,-1.6350814,-5.995679,-5.555397,-9.405736,-1.7050589,-6.253366,-6.3299437,-10.006254,-2.6536322,-6.49485,-5.6833525,-9.393572,-1.9731325,-6.835647,-7.111344,-9.8397665,-4.382922,-6.9746943,-6.164766,-9.227029,-3.102503
-5.5638375,-5.2074795,-8.740547,-1.6744123,-5.489455,-5.5933256,-9.086143,-2.1005087,-5.578396,-4.553043,-7.600784,-1.505302,-4.9829664,-5.3174562,-8.8831415,-1.7517713,-5.3726344,-5.3106256,-8.868701,-1.75255,-4.070581,-5.380623,-8.96075,-1.800496,-3.995193,-5.3726945,-8.929244,-1.8161454,-4.7423215,-4.8651156,-8.55282,-1.1774107,-5.221849,-4.9500227,-8.541376,-1.3586694,-5.180456,-4.5237365,-7.8666053,-1.1808671,-5.519993,-5.0450196,-8.288318,-1.8017213,-5.552842,-5.171665,-8.266886,-2.0764446,-5.860121,-5.073035,-8.11284,-2.03323,-5.653647,-5.298392,-8.34538,-2.2514038,-5.747147,-5.678887,-8.723674,-2.6341,-5.812479,-6.0707393,-8.960184,-3.1812947,-6.0,-6.3189154,-9.019814,-3.618018,-5.7144427,-5.536103,-8.416506,-2.6556993,-5.782516,-5.8694396,-8.847579,-2.8913,-5.958607,-6.0845046,-9.025225,-3.143784,-5.8860564,-5.6916842,-8.615737,-2.767631,-5.6882463,-6.0526347,-8.994545,-3.110724,-6.0264106,-6.5179873,-9.344319,-3.6916547,-6.0,-5.9784184,-8.933472,-3.023365,-5.737549,-5.8834825,-8.76559,-3.0013752,-5.9244533,-6.082425,-8.954566,-3.2102838,-5.7189665,-6.3928585,-9.232526,-3.5531912,-5.692504,-5.9678864,-8.8402815,-3.095492,-5.7166986,-6.0237775,-8.959777,-3.0877779,-5.5751185,-6.0913606,-9.304248,-2.8784735
-7.257275,-6.5059805,-8.771775,-4.2401857,-7.747147,-6.3286934,-8.312568,-4.3448195,-7.465974,-6.4723883,-8.114071,-4.8307047,-7.823909,-6.237608,-7.5747795,-4.9004364,-7.9625735,-6.0761952,-7.165598,-4.9867926,-8.143876,-6.1958513,-7.3646026,-5.0271,-7.4089355,-5.8659687,-7.311067,-4.42087,-6.9871626,-5.838893,-7.706767,-3.9710188,-5.5833597,-5.6321926,-8.055065,-3.2093203,-5.628932,-5.128661,-8.126543,-2.1307786,-5.496209,-5.396712,-8.904312,-1.8891118,-4.7746906,-5.2247744,-9.282253,-1.1672959,-4.269218,-4.8954344,-9.41424,-0.37662864,-4.4365187,-4.329271,-9.17501,0.5164681,-4.2196827,-3.845052,-8.627269,0.9371652,-4.6458917,-4.3736277,-9.441435,0.69418013,-4.8326826,-4.485372,-9.487902,0.5171571,-5.0419145,-4.578988,-9.546432,0.3884558,-5.4100504,-5.4238424,-10.191144,-0.656541,-5.3106914,-5.0442886,-9.838749,-0.24982885,-5.542118,-4.913339,-9.597333,-0.22934534,-5.623423,-4.5511594,-8.970739,-0.13158,-5.0644927,-5.772409,-10.186213,-1.3586048,-5.193142,-5.6317506,-10.029906,-1.2335945,-5.090979,-4.1759753,-7.6927643,-0.6591865,-5.7721133,-5.5479507,-9.81994,-1.2759613,-5.6143937,-4.958199,-9.0032215,-0.9131774,-5.856985,-5.271474,-9.310648,-1.2322997,-6.153663,-5.911821,-9.737401,-2.086241,-6.229148,-5.501404,-8.747331,-2.2554762
-6.500313,-5.8949885,-9.8693285,-1.9206486,-6.6819367,-5.9002743,-9.801847,-1.9987011,-6.5272436,-5.1725655,-9.180174,-1.1649566,-6.7166986,-5.3689795,-9.189644,-1.5483149,-6.0,-4.8348255,-8.716304,-0.9533471,-5.89279,-5.148317,-8.949652,-1.3469819,-6.0409584,-4.3731036,-8.178721,-0.5674853,-6.2700257,-4.5851717,-8.44042,-0.72992283,-5.939302,-5.346553,-9.131908,-1.5611969,-6.163676,-4.312642,-8.385915,-0.23936924,-6.404504,-3.5617175,-7.38913,0.26569483,-6.0589857,-3.210227,-6.933568,0.51311445,-6.0491486,-5.269525,-9.793645,-0.74540544,-5.821023,-4.3763027,-9.1347475,0.38214257,-6.19044,-4.725321,-9.4361105,-0.014530267,-5.931814,-4.3438306,-8.968316,0.28065458,-6.151811,-4.6774635,-9.323459,-0.031468883,-6.128427,-4.3216076,-8.73897,0.09575504,-6.471083,-5.2924542,-9.893816,-0.69109356,-6.7931743,-6.2406993,-10.292792,-2.1886058,-6.2262135,-6.062656,-10.370279,-1.7550316,-6.7644715,-5.891822,-10.350657,-1.4329864,-6.5783963,-5.4843855,-10.121985,-0.84678596,-6.6478176,-5.1028414,-9.6830225,-0.5226599,-6.89279,-5.5720253,-10.180965,-0.9630848,-6.761954,-5.1678195,-9.737527,-0.59811157,-6.2541447,-5.193361,-9.743071,-0.64365137,-6.7644715,-5.256218,-9.759227,-0.75321,-7.1444807,-6.020135,-10.433289,-1.6069825,-7.3467875,-4.4808707,-8.243775,-0.71796584
-8.74958,-9.947288,-13.908905,-5.98567,-8.835648,-9.404152,-13.730987,-5.077318,-8.844664,-8.779647,-12.93639,-4.622904,-8.521434,-9.261479,-12.833381,-5.689578,-8.08991,-8.205662,-11.56135,-4.8499746,-7.25649,-7.524884,-10.595527,-4.4542413,-8.045275,-8.0425005,-11.951653,-4.133349,-8.452226,-8.987321,-13.758202,-4.2164392,-8.821023,-8.509269,-13.56796,-3.450578,-8.97881,-8.316885,-13.247452,-3.3863175,-9.03292,-9.737755,-15.204475,-4.2710333,-9.2533655,-10.354838,-15.648284,-5.0613923,-9.136677,-9.594648,-15.149817,-4.0394783,-9.2692175,-9.955263,-15.55173,-4.3587966,-9.077274,-10.780784,-15.831279,-5.730289,-8.974694,-9.773423,-15.250899,-4.2959485,-8.809669,-9.540825,-14.895035,-4.186615,-9.423658,-10.091597,-15.35591,-4.8272834,-8.89279,-9.347964,-14.442466,-4.253463,-9.201349,-9.887047,-15.029716,-4.7443767,-9.377786,-9.922194,-15.021798,-4.82259,-9.565431,-8.948342,-13.530852,-4.3658333,-9.47237,-10.455346,-15.358676,-5.552016,-9.088842,-9.498576,-14.344006,-4.6531467,-9.385102,-9.990272,-14.88738,-5.093165,-9.195861,-10.180857,-14.9156685,-5.446044,-9.107349,-9.714962,-14.411566,-5.018359,-9.223299,-9.942331,-14.579771,-5.3048925,-9.2932825,-9.705177,-14.081156,-5.329198,-9.244887,-9.496342,-13.668642,-5.324042
-10.860121,-9.033155,-13.347951,-4.718361,-10.91364,-9.475267,-13.948027,-5.002508,-11.016825,-8.862432,-13.227223,-4.49764,-10.525784,-9.100983,-13.206075,-4.9958906,-10.435334,-9.009956,-12.835822,-5.18409,-10.337242,-8.392206,-12.319693,-4.4647202,-9.619788,-8.466522,-12.599707,-4.3333373,-9.917214,-8.892272,-13.468117,-4.3164263,-10.480172,-9.623923,-14.522322,-4.725525,-10.468521,-9.085261,-14.396823,-3.7736988,-10.74958,-9.800564,-15.383863,-4.217264,-10.818156,-8.819488,-14.356803,-3.2821724,-11.192465,-10.135018,-16.16282,-4.1072154,-11.0,-9.042782,-14.922803,-3.162762,-11.176526,-10.579814,-16.54218,-4.617449,-11.431798,-11.540351,-16.796045,-6.284654,-11.051099,-9.809613,-15.773577,-3.8456497,-11.025028,-10.42897,-16.31947,-4.5384703,-11.368556,-8.741585,-13.79117,-3.692001,-11.396855,-9.651051,-15.356422,-3.945679,-11.400117,-9.897635,-15.479746,-4.315524,-11.246417,-8.850708,-13.699783,-4.0016327,-11.580044,-10.516036,-16.060705,-4.971368,-11.600327,-9.680714,-14.983878,-4.3775496,-11.414539,-9.419986,-14.498903,-4.341069,-11.394695,-10.207337,-15.496208,-4.9184666,-11.304518,-10.185823,-15.400248,-4.9713993,-11.363512,-10.16096,-15.247014,-5.0749054,-11.291579,-10.141934,-14.996364,-5.287505,-11.29073,-10.385582,-14.956877,-5.8142877
-9.054531,-9.970299,-13.966564,-5.974033,-9.261219,-9.377619,-13.650006,-5.105231,-9.221126,-9.36788,-13.529636,-5.2061234,-8.844664,-9.196858,-13.479899,-4.9138165,-8.844664,-9.067161,-13.41172,-4.7226014,-8.787812,-8.571896,-12.907011,-4.2367806,-8.022734,-9.077407,-13.153453,-5.0013614,-8.100727,-9.416718,-13.564143,-5.2692933,-8.659555,-8.910651,-13.446335,-4.374967,-9.075721,-8.347883,-12.833336,-3.8624318,-9.097453,-9.558561,-14.192989,-4.9241333,-9.25806,-9.427663,-14.231849,-4.6234765,-9.321482,-9.966727,-14.603356,-5.3300986,-9.284833,-8.819982,-13.544531,-4.0954323,-9.311581,-8.426655,-12.832324,-4.020986,-9.320572,-9.683987,-14.4725485,-4.895425,-9.328827,-10.239754,-14.845987,-5.6335206,-9.390406,-9.358211,-14.128669,-4.587753,-9.485453,-10.639118,-15.096679,-6.1815586,-9.302771,-9.776525,-14.692408,-4.8606415,-9.327902,-10.038679,-14.86765,-5.20971,-9.492144,-9.610904,-14.430517,-4.7912908,-9.444905,-9.652368,-14.469933,-4.834802,-9.45967,-9.942715,-14.810346,-5.0750847,-9.480172,-11.149867,-15.350984,-6.948751,-9.428291,-10.2330675,-15.064788,-5.4013476,-9.406714,-10.025104,-14.909737,-5.14047,-9.259637,-10.464515,-15.125842,-5.803188,-9.211125,-10.244896,-14.826995,-5.662796,-9.104577,-9.967652,-14.256135,-5.67917
-7.7166986,-9.039777,-12.238753,-5.8408003,-7.625252,-9.090609,-12.4224205,-5.758797,-7.3809066,-8.757444,-12.105851,-5.409037,-6.5058455,-8.396805,-11.4902115,-5.303398,-6.273273,-8.531754,-11.250082,-5.813424,-6.829738,-8.10861,-11.079227,-5.1379933,-7.257275,-8.368972,-11.56961,-5.1683345,-7.6363883,-8.069063,-11.604481,-4.5336456,-7.732828,-8.449409,-12.417457,-4.481361,-8.067526,-8.960474,-13.074683,-4.846264,-7.853872,-8.437047,-12.570183,-4.3039103,-7.876148,-8.279346,-12.306239,-4.2524533,-7.747147,-9.093828,-13.189113,-4.998543,-8.213248,-8.525708,-12.510714,-4.540704,-8.260427,-9.574508,-13.419272,-5.7297425,-8.1012745,-9.068132,-13.098381,-5.037884,-7.9956784,-8.350168,-12.016061,-4.6842756,-8.087778,-9.93871,-13.543366,-6.334055,-7.8326826,-8.452083,-11.997978,-4.9061885,-7.9469213,-9.434817,-13.24717,-5.6224647,-8.232844,-9.098198,-12.866769,-5.329628,-7.8728952,-9.4827795,-13.188292,-5.777267,-7.879426,-9.166162,-12.880757,-5.4515657,-7.709965,-9.370048,-13.06259,-5.677506,-8.329754,-9.051642,-12.690457,-5.4128275,-8.206209,-8.689879,-12.012417,-5.367341,-8.065501,-8.689226,-11.963431,-5.4150205,-8.061981,-9.202092,-12.649723,-5.754461,-7.958607,-9.854055,-12.982767,-6.7253447,-7.7772837,-9.381711,-12.582647,-6.180774
-9.829739,-8.398481,-11.118262,-5.678701,-9.761954,-9.010016,-11.88252,-6.1375127,-9.504456,-8.32483,-11.338564,-5.311097,-9.146302,-8.625229,-11.53369,-5.7167673,-8.322393,-8.197544,-10.928039,-5.4670496,-7.8153086,-8.146712,-10.904457,-5.388968,-7.707744,-7.749983,-10.5280695,-4.9718957,-7.223299,-7.816228,-10.71624,-4.9162164,-7.2541447,-8.005861,-10.967711,-5.044011,-7.462181,-8.796066,-11.55286,-6.0392714,-7.958607,-8.693427,-11.555812,-5.831042,-8.133122,-8.438815,-11.407636,-5.4699945,-8.243364,-8.231706,-11.281309,-5.1821017,-8.4762535,-9.053299,-11.892096,-6.2145014,-8.47366,-8.605526,-11.546368,-5.664684,-8.521434,-8.122316,-10.969791,-5.274842,-8.946921,-8.640705,-11.636765,-5.6446457,-8.89279,-8.129059,-10.867722,-5.3903966,-9.204816,-9.00599,-11.829373,-6.1826057,-9.339134,-8.644849,-11.512328,-5.777369,-9.540607,-9.748868,-11.741723,-7.756012,-9.545156,-9.112341,-11.83656,-6.388121,-9.381952,-9.567915,-11.983755,-7.1520743,-9.507239,-8.776765,-11.513149,-6.0403814,-10.222573,-8.939851,-11.681539,-6.198162,-9.665546,-8.824427,-11.5343275,-6.114526,-9.645891,-9.119029,-11.855613,-6.3824444,-9.939302,-8.466619,-10.924928,-6.008311,-10.219683,-9.187747,-11.807711,-6.567784,-10.610834,-9.052624,-11.6427555,-6.4624934
-7.457175,-5.9227543,-7.794667,-4.050842,-7.484126,-6.2961717,-8.346779,-4.245564,-7.478862,-6.314576,-8.154475,-4.474677,-6.8996296,-6.2365284,-7.876936,-4.5961204,-6.3615108,-6.0172253,-7.6260586,-4.4083915,-6.298432,-5.622303,-7.3624024,-3.8822038,-5.372634,-5.536341,-7.5932503,-3.4794326,-4.9706163,-5.960811,-8.159508,-3.7621143,-5.2160964,-5.6228867,-8.330389,-2.9153845,-5.3496923,-4.6521344,-7.4619703,-1.8422989,-6.0824947,-5.833457,-8.839263,-2.8276513,-6.31158,-4.9484096,-8.458008,-1.4388113,-6.371611,-5.788244,-9.233435,-2.343053,-6.316053,-4.9043927,-8.682669,-1.1261168,-6.4867826,-5.7020116,-9.390571,-2.013452,-6.4225082,-5.3121176,-8.989049,-1.6351866,-6.576754,-5.0706577,-8.605699,-1.5356164,-6.8124795,-5.5298247,-9.070466,-1.9891835,-6.8477116,-5.54238,-9.191631,-1.8931276,-7.047692,-5.807295,-9.376872,-2.237718,-7.20412,-6.0777154,-9.493651,-2.661779,-6.659556,-6.2943172,-9.627637,-2.9609976,-7.235077,-5.9993353,-9.46876,-2.529911,-7.372634,-6.0633297,-9.482439,-2.6442204,-7.545155,-6.2847023,-9.599549,-2.9698553,-7.4353337,-5.7033987,-8.931024,-2.4757738,-7.5833597,-6.217491,-9.454984,-2.9799986,-7.9956784,-5.6003556,-8.735226,-2.4654856,-8.110699,-6.2784977,-9.351673,-3.2053225,-8.431798,-6.319337,-9.064426,-3.5742476
-4.838632,-4.352287,-11.801094,3.09652,-4.7851562,-2.4030142,-9.769772,4.963743,-4.5883803,-2.6119356,-10.989649,5.7657776,-3.4717479,-3.5797877,-11.896913,4.737336,-2.6667438,-4.0134654,-11.599834,3.572904,-2.829562,-3.2990167,-10.925551,4.3275175,-3.9343085,-1.6085119,-8.3735285,5.156505,-4.069051,-4.504126,-11.268679,2.260427,-3.9688745,-3.5916405,-10.643554,3.460273,-4.850781,-2.4149883,-8.933051,4.103075,-4.9914,-4.2202086,-10.684507,2.2440898,-4.966576,-4.139808,-10.263648,1.9840317,-5.3990273,-4.6224027,-10.314604,1.0697982,-5.298432,-2.3145285,-7.0601935,2.4311366,-5.236572,-2.6556044,-7.827368,2.5161595,-5.229148,-4.3686566,-9.981529,1.2442161,-5.4012094,-4.5142293,-9.98552,0.9570613,-5.387216,-4.394832,-9.7040825,0.9144172,-5.489455,-4.424432,-9.800288,0.95142496,-5.5086384,-4.957588,-10.454745,0.53956985,-5.5016894,-4.985164,-10.547109,0.5767803,-5.6126103,-4.233871,-9.683116,1.2153739,-5.4775558,-4.1672444,-9.799098,1.4646097,-5.636388,-4.216388,-9.835961,1.4031848,-5.6516953,-4.738103,-10.618219,1.1420134,-5.5934596,-4.780115,-10.627669,1.0674392,-5.623423,-5.0154886,-10.979753,0.9487754,-5.7281585,-4.7844915,-10.730718,1.1617347,-5.7851562,-3.8762913,-9.748446,1.9958642,-5.59176,-4.7221394,-11.380229,1.9359505
-9.841638,-7.209454,-7.3883824,-7.0305257,-9.89279,-7.2064667,-7.4855785,-6.9273543,-9.777284,-7.071808,-7.2223196,-6.9212966,-9.616184,-6.963102,-7.0622883,-6.863915,-9.220404,-6.7869163,-6.911045,-6.662788,-8.408936,-6.662053,-6.664924,-6.6591816,-8.220404,-6.636736,-6.6527715,-6.620701,-8.4762535,-6.7493005,-6.8950944,-6.603506,-8.16813,-6.7151213,-6.7525396,-6.677703,-8.667562,-6.7676225,-6.8164167,-6.7188277,-8.772114,-6.751134,-6.8277736,-6.6744947,-9.145694,-6.6737356,-7.0134473,-6.334024,-9.527244,-6.650108,-7.0476594,-6.252557,-10.038579,-6.696549,-7.248893,-6.1442046,-9.847712,-6.818592,-7.277931,-6.3592525,-10.125518,-7.010225,-7.2725434,-6.7479057,-10.324222,-7.045185,-7.272072,-6.818298,-10.419075,-7.1456347,-7.329403,-6.9618664,-10.270835,-7.1969523,-7.404457,-6.9894476,-10.480172,-7.222635,-7.516236,-6.9290338,-10.420217,-7.3075285,-7.6011343,-7.0139227,-10.342944,-7.3793926,-7.598853,-7.159932,-10.543634,-7.424704,-7.6860857,-7.1633224,-10.767004,-7.4452357,-7.7023244,-7.1881466,-10.769551,-7.5131254,-7.7186346,-7.307616,-10.8041,-7.5259495,-7.7870917,-7.264807,-11.042393,-7.4453964,-7.713028,-7.177765,-10.712198,-7.5518208,-7.847869,-7.255773,-10.856985,-7.6823993,-7.918077,-7.446722,-10.319665,-7.5845456,-7.733482,-7.4356093
-9.946921,-9.479373,-13.918008,-5.040739,-10.016825,-10.031726,-14.151708,-5.9117446,-10.097453,-9.155472,-13.320615,-4.9903283,-9.41005,-9.108821,-13.228462,-4.989181,-9.0259495,-9.122072,-13.13578,-5.1083646,-9.191114,-9.299427,-13.272306,-5.326548,-7.906578,-8.767201,-13.122788,-4.411614,-7.8894105,-8.739663,-13.452256,-4.0270715,-8.543634,-8.449893,-13.34255,-3.5572367,-8.832683,-8.556226,-13.624275,-3.4881763,-8.995679,-10.843752,-15.643349,-6.0441546,-9.517126,-9.652863,-15.42619,-3.879535,-9.886057,-9.803904,-15.788457,-3.8193505,-10.028724,-9.313359,-15.277828,-3.3488903,-9.910095,-9.985581,-16.068617,-3.9025447,-10.161781,-8.884666,-14.465913,-3.3034196,-10.206908,-10.724642,-16.662374,-4.7869096,-10.374687,-9.585315,-15.44088,-3.7297497,-10.270835,-11.047228,-16.658194,-5.4362626,-10.362511,-10.832272,-16.61489,-5.0496545,-10.298432,-10.2803135,-16.114761,-4.4458647,-10.374687,-11.150258,-16.667103,-5.6334133,-10.321482,-10.894345,-16.533182,-5.255509,-10.347754,-10.344239,-16.035782,-4.652698,-10.420217,-9.546544,-14.97936,-4.1137285,-10.140262,-11.168392,-16.496447,-5.840338,-10.169412,-10.062327,-15.546939,-4.5777173,-9.521434,-10.3415985,-15.798317,-4.884881,-9.463442,-11.075817,-16.044163,-6.1074696,-9.519993,-10.04895,-14.956865,-5.141035
-9.095825,-7.079989,-7.6159534,-6.5440245,-8.823909,-7.155178,-7.5950494,-6.715307,-8.67162,-6.9023175,-7.36055,-6.444085,-8.395774,-6.7425823,-7.0148344,-6.47033,-8.012781,-6.6873946,-6.796533,-6.578256,-7.3851027,-6.6426177,-6.6885896,-6.596646,-6.536107,-6.5918055,-6.7000365,-6.483574,-6.6458917,-6.6290026,-6.7333097,-6.5246954,-6.823909,-6.7181606,-6.751437,-6.684884,-6.3545775,-6.739171,-6.7447057,-6.733636,-6.4353337,-6.770298,-6.8259068,-6.7146893,-6.334419,-6.6736927,-6.9230375,-6.4243474,-5.59176,-6.721004,-7.139161,-6.302847,-4.821023,-6.6544256,-7.3023267,-6.006525,-5.4365187,-6.7759547,-7.3320174,-6.219892,-5.756962,-6.981505,-7.3241343,-6.6388755,-6.5016894,-6.98961,-7.309608,-6.6696124,-6.4828043,-7.04216,-7.3285017,-6.755819,-6.531653,-7.177679,-7.471368,-6.883991,-6.636388,-7.2680874,-7.523823,-7.0123515,-6.958607,-7.290983,-7.510776,-7.07119,-7.1999707,-7.4127326,-7.5977287,-7.2277365,-7.7746906,-7.461977,-7.629687,-7.294267,-7.39794,-7.47112,-7.675095,-7.2671447,-7.607303,-7.4972486,-7.675627,-7.3188705,-7.5228786,-7.5646,-7.7286086,-7.400591,-7.823909,-7.5419774,-7.7325025,-7.3514524,-8.039529,-7.6207223,-7.79298,-7.448465,-8.44855,-7.6249895,-7.852638,-7.3973417,-9.042871,-7.4185104,-7.777803,-7.0592175
-9.826814,-9.449872,-14.811925,-4.087818,-9.761954,-10.001101,-15.552847,-4.4493546,-9.68403,-10.131743,-15.711281,-4.552206,-9.151811,-8.738683,-13.9102955,-3.5670705,-8.826814,-8.21954,-12.899588,-3.5394926,-8.4762535,-9.835399,-14.615304,-5.055494,-9.119758,-8.846767,-13.842549,-3.8509862,-9.69897,-9.300407,-14.71373,-3.8870852,-10.227678,-8.703079,-14.303733,-3.102426,-10.198596,-10.056369,-16.20463,-3.9081068,-9.97881,-9.295179,-15.584908,-3.00545,-10.040958,-10.065534,-16.685646,-3.4454217,-10.237322,-11.237193,-17.786795,-4.687592,-10.389339,-9.321563,-15.981151,-2.661975,-10.474956,-10.672793,-17.450617,-3.89497,-10.35164,-11.108219,-17.816896,-4.399542,-10.378823,-10.781629,-17.465359,-4.097899,-10.247184,-10.829798,-17.46426,-4.1953354,-10.272459,-10.5043545,-17.03686,-3.9718494,-10.341989,-10.539681,-17.02153,-4.057833,-10.252588,-11.440515,-17.468775,-5.4122553,-10.251812,-10.857385,-17.114254,-4.6005163,-10.183096,-11.163187,-17.252447,-5.073928,-10.227678,-10.825371,-16.866575,-4.7841673,-9.974694,-10.831437,-16.822294,-4.84058,-10.270025,-10.559861,-16.572094,-4.5476274,-10.237321,-10.560204,-16.542841,-4.577567,-10.202732,-9.971916,-15.7259445,-4.217887,-10.2218485,-9.717377,-15.14564,-4.289114,-10.120904,-10.095535,-15.627118,-4.5639524
